,mix_id,bandwidth,malicious,unselected,layer0,layer1,layer2
126,126,6.047686919997623,False,0.25,0.245,0.258,0.247
127,127,7.998192931195344,False,0.257,0.259,0.239,0.245
128,128,1.5167062947819905,False,0.245,0.231,0.263,0.261
129,129,0.3481899236225113,False,0.219,0.259,0.27,0.252
130,130,4.807254603128095,False,0.255,0.257,0.23,0.258
131,131,7.711019028269362,False,0.249,0.23,0.251,0.27
132,132,4.795594057111031,False,0.258,0.239,0.241,0.262
133,133,11.559929834362556,False,0.27,0.247,0.257,0.226
134,134,3.8190009019596687,False,0.258,0.25,0.259,0.233
135,135,1.466411300327974,False,0.246,0.253,0.256,0.245
136,136,8.901143892301736,False,0.236,0.267,0.236,0.261
137,137,2.8571998466233444,False,0.258,0.259,0.231,0.252
138,138,11.889867506777808,False,0.251,0.244,0.253,0.252
139,139,0.9195818248964468,False,0.248,0.26,0.259,0.233
140,140,2.3053450235224253,False,0.246,0.262,0.245,0.247
141,141,8.096075194659191,False,0.248,0.265,0.245,0.242
142,142,0.751775071113991,False,0.255,0.267,0.241,0.237
143,143,2.4595785433059683,False,0.252,0.272,0.232,0.244
144,144,3.891781232841648,False,0.241,0.261,0.244,0.254
145,145,0.292116811337053,False,0.252,0.265,0.243,0.24
146,146,9.803961662234263,False,0.273,0.243,0.251,0.233
147,147,51.77541547457985,False,0.273,0.235,0.25,0.242
148,148,2.5319028068276888,False,0.244,0.259,0.264,0.233
149,149,4.562192836192854,False,0.274,0.212,0.251,0.263
150,150,8.61353971130908,False,0.238,0.254,0.265,0.243
151,151,67.51846359327342,False,0.255,0.226,0.256,0.263
152,152,11.495420107189258,False,0.254,0.257,0.256,0.233
153,153,4.405396693080306,False,0.262,0.25,0.265,0.223
154,154,0.4959873145009962,False,0.23,0.258,0.26,0.252
155,155,26.645763410221992,False,0.224,0.243,0.243,0.29
156,156,6.853165139600421,False,0.248,0.255,0.252,0.245
157,157,20.066616589814743,False,0.241,0.266,0.255,0.238
158,158,0.0375756180266627,False,0.241,0.278,0.241,0.24
159,159,13.187899372669644,False,0.233,0.265,0.242,0.26
160,160,1.2152890886855496,False,0.24,0.253,0.251,0.256
161,161,19.22685826587295,False,0.234,0.264,0.245,0.257
162,162,0.6271096883777841,False,0.268,0.246,0.247,0.239
163,163,18.72887515554368,False,0.254,0.247,0.241,0.258
164,164,3.9292103424328686,False,0.271,0.252,0.235,0.242
165,165,2.3393090310139257,False,0.247,0.274,0.249,0.23
166,166,24.867240840138624,False,0.248,0.244,0.257,0.251
167,167,5.632373880265927,False,0.241,0.258,0.25,0.251
168,168,17.45434147466583,False,0.234,0.251,0.259,0.256
169,169,2.2683916274970994,False,0.247,0.27,0.244,0.239
170,170,0.0619951987809396,False,0.258,0.25,0.255,0.237
171,171,2.1270167981769474,False,0.236,0.249,0.266,0.249
172,172,3.379872505595225,False,0.225,0.252,0.243,0.28
173,173,42.70993628478921,False,0.253,0.234,0.254,0.259
174,174,2.5314490667518807,False,0.254,0.247,0.256,0.243
175,175,17.762081358496427,False,0.247,0.261,0.242,0.25
176,176,1.1570804771578131,False,0.229,0.249,0.277,0.245
177,177,4.222573709295002,False,0.248,0.273,0.245,0.234
178,178,0.4763666710242265,False,0.273,0.231,0.255,0.241
179,179,2.86954748604548,False,0.257,0.242,0.254,0.247
180,180,0.0187533066911735,False,0.232,0.264,0.257,0.247
181,181,10.8906449101972,False,0.24,0.271,0.262,0.227
182,182,1.6887829681466198,False,0.247,0.281,0.225,0.247
183,183,0.2594820159195495,False,0.257,0.24,0.247,0.256
184,184,3.397230520922319,False,0.246,0.237,0.27,0.247
185,185,0.0241332534733355,False,0.251,0.255,0.246,0.248
186,186,1.0272207065217922,False,0.275,0.248,0.25,0.227
187,187,7.090593059885896,False,0.239,0.271,0.237,0.253
188,188,5.210249530652914,False,0.258,0.234,0.237,0.271
189,189,32.02075535513658,False,0.227,0.253,0.25,0.27
190,190,19.98769091431034,False,0.249,0.269,0.248,0.234
191,191,2.6189648555762224,False,0.238,0.238,0.262,0.262
192,192,2.753021597530239,False,0.266,0.234,0.232,0.268
193,193,8.7061957695639,False,0.265,0.257,0.257,0.221
194,194,14.32120383531931,False,0.269,0.282,0.214,0.235
195,195,1.8480844586590168,False,0.247,0.258,0.271,0.224
196,196,22.551315278534425,False,0.259,0.257,0.229,0.255
197,197,13.760707187645425,False,0.251,0.272,0.222,0.255
198,198,5.670225030985644,False,0.244,0.276,0.238,0.242
199,199,7.590336890579204,False,0.227,0.269,0.275,0.229
200,200,23.31266802515795,False,0.242,0.258,0.24,0.26
201,201,4.578252233253499,False,0.24,0.257,0.258,0.245
202,202,1.8779844687055,False,0.246,0.256,0.262,0.236
203,203,5.461126557003204,False,0.258,0.253,0.246,0.243
204,204,25.2266598200534,False,0.234,0.271,0.253,0.242
205,205,4.133888437800426,False,0.25,0.247,0.24,0.263
206,206,11.336738311246688,False,0.254,0.261,0.24,0.245
207,207,18.005917227378536,False,0.248,0.248,0.242,0.262
208,208,1.1436753347853688,False,0.262,0.258,0.231,0.249
209,209,31.71472443222913,False,0.262,0.262,0.236,0.24
210,210,2.471130161567515,False,0.255,0.269,0.232,0.244
211,211,0.2105038966763104,False,0.217,0.279,0.274,0.23
212,212,2.0321419869018675,False,0.265,0.245,0.236,0.254
213,213,4.190205391712156,False,0.233,0.285,0.246,0.236
214,214,2.1638907067901263,False,0.238,0.237,0.264,0.261
215,215,0.7416453383674813,False,0.248,0.282,0.234,0.236
216,216,1.6883383031248578,False,0.246,0.259,0.242,0.253
217,217,1.6497494898188416,False,0.223,0.263,0.248,0.266
218,218,16.87158044776085,False,0.24,0.229,0.257,0.274
219,219,12.868950632841532,False,0.227,0.26,0.27,0.243
220,220,22.923385786294592,False,0.24,0.279,0.248,0.233
221,221,3.265535612214956,False,0.25,0.266,0.234,0.25
222,222,9.757305194447422,False,0.236,0.248,0.254,0.262
223,223,0.2780085941671969,False,0.276,0.246,0.249,0.229
224,224,7.868681115545239,False,0.242,0.221,0.257,0.28
225,225,7.161751595978835,False,0.231,0.24,0.246,0.283
226,226,29.242513395980417,False,0.232,0.248,0.268,0.252
227,227,0.5521587751615542,False,0.244,0.274,0.24,0.242
228,228,1.5781088119553175,False,0.26,0.253,0.24,0.247
229,229,0.3257595690163537,False,0.254,0.253,0.254,0.239
230,230,10.403177501610578,False,0.253,0.248,0.247,0.252
231,231,0.1021139301845621,False,0.25,0.259,0.271,0.22
232,232,49.2912560776853,False,0.255,0.23,0.26,0.255
233,233,23.513458293083307,False,0.272,0.255,0.225,0.248
234,234,53.459331957308265,False,0.24,0.238,0.254,0.268
235,235,27.777460200375767,False,0.24,0.25,0.272,0.238
236,236,2.144143466645339,False,0.251,0.24,0.254,0.255
237,237,12.085844567095156,False,0.217,0.262,0.243,0.278
238,238,6.160429437940615,False,0.232,0.237,0.264,0.267
239,239,6.379008792031023,False,0.261,0.271,0.223,0.245
240,240,73.94556316443838,False,0.26,0.224,0.264,0.252
241,241,9.47665563932466,False,0.244,0.265,0.255,0.236
242,242,6.114727990225081,False,0.237,0.279,0.249,0.235
243,243,6.889048962045313,False,0.237,0.248,0.262,0.253
244,244,1.832588778776917,False,0.245,0.25,0.243,0.262
245,245,4.328665193557031,False,0.229,0.275,0.252,0.244
246,246,8.150550506225356,False,0.268,0.245,0.238,0.249
247,247,10.01948915615418,False,0.228,0.242,0.251,0.279
248,248,2.300555154704365,False,0.238,0.259,0.247,0.256
249,249,0.213007049101366,False,0.256,0.234,0.26,0.25
250,250,10.431524144016734,False,0.276,0.262,0.237,0.225
251,251,0.6197587119299981,False,0.247,0.263,0.247,0.243
252,252,13.83759226552309,False,0.244,0.241,0.25,0.265
253,253,6.942734167031842,False,0.282,0.238,0.263,0.217
254,254,2.657634444478408,False,0.252,0.254,0.265,0.229
255,255,0.3605711600887702,False,0.263,0.25,0.243,0.244
256,256,0.8334508334735075,False,0.26,0.244,0.256,0.24
257,257,9.633594444001591,False,0.249,0.255,0.261,0.235
258,258,1.5862574540070156,False,0.242,0.246,0.258,0.254
259,259,1.7447465832093836,False,0.253,0.249,0.263,0.235
260,260,12.508029152597413,False,0.244,0.254,0.261,0.241
261,261,1.605793060152638,False,0.26,0.204,0.267,0.269
262,262,4.329532117312704,False,0.244,0.227,0.268,0.261
263,263,1.814929460374292,False,0.233,0.241,0.255,0.271
264,264,2.0362097253929954,False,0.251,0.264,0.228,0.257
265,265,2.6834841349130487,False,0.242,0.26,0.254,0.244
266,266,10.705292134395725,False,0.255,0.253,0.254,0.238
267,267,7.946145326451713,False,0.25,0.24,0.262,0.248
268,268,3.353009036895849,False,0.276,0.234,0.225,0.265
269,269,0.4220476582836613,False,0.277,0.26,0.246,0.217
270,270,2.520038701155745,False,0.248,0.256,0.255,0.241
271,271,5.019844542652934,False,0.254,0.249,0.241,0.256
272,272,1.063383832261407,False,0.24,0.255,0.259,0.246
273,273,2.1583832852582074,False,0.27,0.224,0.26,0.246
274,274,1.139815020571446,False,0.251,0.232,0.257,0.26
275,275,9.86701705243387,False,0.249,0.236,0.241,0.274
276,276,0.3956574903864401,False,0.253,0.248,0.239,0.26
277,277,12.14869146635579,False,0.265,0.233,0.261,0.241
278,278,1.5920542574771797,False,0.251,0.25,0.271,0.228
279,279,15.24962894618619,False,0.252,0.25,0.256,0.242
280,280,1.0670714078486758,False,0.261,0.253,0.25,0.236
281,281,1.6915524490056897,False,0.242,0.241,0.251,0.266
282,282,4.515561257241879,False,0.27,0.24,0.248,0.242
283,283,11.152694850764822,False,0.229,0.29,0.23,0.251
284,284,6.10983737362435,False,0.26,0.252,0.244,0.244
285,285,32.135866050229325,False,0.232,0.258,0.252,0.258
286,286,2.227748069154916,False,0.247,0.254,0.268,0.231
287,287,32.25784000286614,False,0.243,0.248,0.259,0.25
288,288,2.850840460334559,False,0.242,0.252,0.263,0.243
289,289,6.289580182079582,False,0.232,0.257,0.266,0.245
290,290,10.06470117216622,False,0.252,0.26,0.254,0.234
291,291,5.779496541661914,False,0.241,0.244,0.262,0.253
292,292,1.1489848594343182,False,0.264,0.244,0.251,0.241
293,293,9.157897656117097,False,0.246,0.244,0.275,0.235
294,294,1.082810922824288,False,0.249,0.268,0.236,0.247
295,295,1.5835436975302024,False,0.244,0.262,0.247,0.247
296,296,2.85944528184916,False,0.265,0.262,0.24,0.233
297,297,43.00430225409702,False,0.251,0.247,0.24,0.262
298,298,19.55885628251375,False,0.262,0.253,0.24,0.245
299,299,11.11087382032709,False,0.274,0.248,0.236,0.242
300,300,17.242913133988758,False,0.248,0.255,0.244,0.253
301,301,10.83283570679808,False,0.241,0.252,0.26,0.247
302,302,0.0176053821848483,False,0.242,0.243,0.246,0.269
303,303,0.4565786914089608,False,0.258,0.261,0.264,0.217
304,304,9.296121971237069,False,0.265,0.253,0.257,0.225
305,305,4.291382867467148,False,0.22,0.24,0.27,0.27
306,306,8.883131834510213,False,0.265,0.252,0.234,0.249
307,307,20.985162734226027,False,0.25,0.266,0.254,0.23
308,308,14.29219654693308,False,0.239,0.239,0.253,0.269
309,309,12.491640394983069,False,0.25,0.241,0.26,0.249
310,310,0.3741965331442648,False,0.256,0.259,0.241,0.244
311,311,0.4565337798027671,False,0.259,0.256,0.256,0.229
312,312,17.361778530805942,False,0.264,0.264,0.252,0.22
313,313,0.7171020663204862,False,0.267,0.251,0.263,0.219
314,314,1.2381673939062658,False,0.259,0.254,0.235,0.252
315,315,6.202130712657025,False,0.24,0.267,0.24,0.253
316,316,37.74433156914234,False,0.212,0.263,0.26,0.265
317,317,13.594936541877855,False,0.237,0.265,0.228,0.27
318,318,6.030323021576894,False,0.251,0.239,0.246,0.264
319,319,16.14395491883156,False,0.248,0.244,0.24,0.268
320,320,0.7863198865778396,False,0.231,0.251,0.242,0.276
321,321,4.261228610764103,False,0.246,0.259,0.227,0.268
322,322,8.282016506125208,False,0.27,0.232,0.25,0.248
323,323,6.952851987902087,False,0.26,0.258,0.245,0.237
324,324,4.401683029153494,False,0.247,0.255,0.24,0.258
325,325,16.06825053396477,False,0.252,0.263,0.249,0.236
326,326,5.819632955433717,False,0.266,0.267,0.213,0.254
327,327,2.0967510977466275,False,0.259,0.24,0.255,0.246
328,328,3.417111047608332,False,0.266,0.257,0.239,0.238
329,329,14.553435564110533,False,0.269,0.255,0.25,0.226
330,330,0.5309591905265154,False,0.244,0.248,0.263,0.245
331,331,8.224654064966062,False,0.255,0.244,0.254,0.247
332,332,31.177642426433845,False,0.263,0.257,0.246,0.234
333,333,2.9153570016345616,False,0.234,0.269,0.253,0.244
334,334,1.11254544310314,False,0.252,0.264,0.263,0.221
335,335,0.0236336968593,False,0.23,0.259,0.277,0.234
336,336,3.995785204914897,False,0.247,0.25,0.25,0.253
337,337,0.0872806131419625,False,0.253,0.259,0.26,0.228
338,338,23.86022505337333,False,0.231,0.262,0.245,0.262
339,339,7.052918365436064,False,0.249,0.269,0.242,0.24
340,340,31.407606571737148,False,0.234,0.267,0.29,0.209
341,341,18.85807805026585,False,0.257,0.257,0.252,0.234
342,342,2.948771787028839,False,0.238,0.27,0.258,0.234
343,343,1.4120294861920848,False,0.243,0.245,0.252,0.26
344,344,2.773219441126324,False,0.259,0.247,0.243,0.251
345,345,4.4275598077979765,False,0.264,0.266,0.238,0.232
346,346,1.1093604776234551,False,0.263,0.235,0.245,0.257
347,347,11.265827399476724,False,0.253,0.267,0.244,0.236
348,348,14.806178681308028,False,0.247,0.235,0.25,0.268
349,349,0.2045341595816198,False,0.277,0.269,0.231,0.223
350,350,0.589818699582994,False,0.239,0.259,0.255,0.247
351,351,0.1622287586026709,False,0.239,0.26,0.263,0.238
352,352,0.8723023511511518,False,0.252,0.242,0.259,0.247
353,353,3.361471753053974,False,0.234,0.261,0.261,0.244
354,354,15.128885260079995,False,0.245,0.276,0.227,0.252
355,355,6.152921596696869,False,0.244,0.241,0.266,0.249
356,356,10.660189944879662,False,0.262,0.247,0.246,0.245
357,357,24.53413229953081,False,0.242,0.244,0.275,0.239
358,358,5.29822494397206,False,0.251,0.262,0.262,0.225
359,359,4.309183767213408,False,0.242,0.235,0.265,0.258
360,360,10.29589243774947,False,0.275,0.243,0.239,0.243
361,361,14.426955170502795,False,0.276,0.239,0.253,0.232
362,362,0.9570354941604884,False,0.256,0.258,0.239,0.247
363,363,0.105916049389329,False,0.279,0.239,0.231,0.251
364,364,21.018242136531818,False,0.251,0.242,0.252,0.255
365,365,14.977124512618484,False,0.241,0.253,0.262,0.244
366,366,22.101708477807577,False,0.26,0.234,0.256,0.25
367,367,8.076160351787992,False,0.264,0.246,0.221,0.269
368,368,18.03305454117104,False,0.261,0.234,0.252,0.253
369,369,3.660355905583242,False,0.254,0.259,0.254,0.233
370,370,11.863932431741144,False,0.254,0.244,0.266,0.236
371,371,18.23201441183725,False,0.237,0.267,0.249,0.247
372,372,2.873062927061197,False,0.26,0.252,0.249,0.239
373,373,0.1242228563066657,False,0.267,0.242,0.264,0.227
374,374,6.959930343123728,False,0.238,0.259,0.25,0.253
375,375,2.396984834128667,False,0.267,0.246,0.234,0.253
376,376,2.0916928982043306,False,0.26,0.27,0.225,0.245
377,377,8.097090217980579,False,0.243,0.249,0.241,0.267
378,378,5.526315027316337,False,0.259,0.262,0.235,0.244
379,379,23.75960159533675,False,0.241,0.25,0.26,0.249
380,380,10.22907870701176,False,0.251,0.252,0.239,0.258
381,381,14.221301492637048,False,0.253,0.263,0.214,0.27
382,382,40.032399244775576,False,0.259,0.224,0.251,0.266
383,383,0.4996118253385082,False,0.239,0.265,0.256,0.24
384,384,2.5099459915490367,False,0.266,0.252,0.236,0.246
385,385,7.57919865048742,False,0.245,0.272,0.235,0.248
386,386,2.763238527052697,False,0.249,0.254,0.24,0.257
387,387,0.151785667333008,False,0.247,0.263,0.225,0.265
388,388,0.0395922280321298,False,0.246,0.251,0.276,0.227
389,389,30.26161092628937,False,0.249,0.253,0.268,0.23
390,390,1.5540270642210472,False,0.247,0.259,0.269,0.225
391,391,18.17303855731383,False,0.233,0.28,0.233,0.254
392,392,1.461238551517837,False,0.244,0.232,0.262,0.262
393,393,4.17035748309384,False,0.24,0.249,0.26,0.251
394,394,4.188122781957565,False,0.257,0.259,0.26,0.224
395,395,7.744784493566159,False,0.248,0.254,0.245,0.253
396,396,64.03629403208222,False,0.252,0.282,0.24,0.226
397,397,15.356991252713827,False,0.284,0.217,0.245,0.254
398,398,5.467110527593729,False,0.284,0.257,0.254,0.205
399,399,0.0027566581426372,False,0.26,0.246,0.259,0.235
400,400,7.322315543492404,False,0.237,0.251,0.267,0.245
401,401,0.9315831275521156,False,0.239,0.275,0.26,0.226
402,402,0.7617569324223576,False,0.25,0.261,0.23,0.259
403,403,4.539043399546694,False,0.248,0.238,0.262,0.252
404,404,10.79179286779702,False,0.276,0.241,0.265,0.218
405,405,38.32703484917172,False,0.244,0.262,0.242,0.252
406,406,8.091101827137855,False,0.247,0.277,0.258,0.218
407,407,3.793755282468191,False,0.247,0.259,0.261,0.233
408,408,0.5814704091774804,False,0.249,0.293,0.209,0.249
409,409,3.637447963325912,False,0.261,0.251,0.257,0.231
410,410,8.259595847739337,False,0.23,0.254,0.236,0.28
411,411,8.47254701973259,False,0.241,0.235,0.259,0.265
412,412,21.51499592250857,False,0.243,0.266,0.253,0.238
413,413,4.857810355781244,False,0.25,0.248,0.266,0.236
414,414,41.62345535221173,False,0.232,0.273,0.24,0.255
415,415,8.576797585317868,False,0.264,0.245,0.245,0.246
416,416,6.644511069332314,False,0.256,0.237,0.272,0.235
417,417,3.6231565398598247,False,0.228,0.281,0.261,0.23
418,418,5.382973901257365,False,0.234,0.269,0.242,0.255
419,419,0.865804348373797,False,0.222,0.269,0.263,0.246
420,420,0.2602519382273326,False,0.262,0.241,0.25,0.247
421,421,48.73999237244181,False,0.255,0.254,0.231,0.26
422,422,3.462805046366595,False,0.238,0.253,0.262,0.247
423,423,0.1800520128914459,False,0.244,0.244,0.25,0.262
424,424,5.009841455238176,False,0.281,0.245,0.252,0.222
425,425,21.531344539753206,False,0.26,0.237,0.248,0.255
426,426,0.4043574420854997,False,0.255,0.273,0.23,0.242
427,427,13.779911123652074,False,0.245,0.258,0.273,0.224
428,428,0.3750207192123193,False,0.265,0.251,0.248,0.236
429,429,23.41546806561848,False,0.245,0.252,0.251,0.252
430,430,18.462838090034925,False,0.255,0.245,0.235,0.265
431,431,6.821648635289114,False,0.266,0.256,0.234,0.244
432,432,5.703562863056953,False,0.249,0.249,0.245,0.257
433,433,1.68699563993414,False,0.222,0.29,0.258,0.23
434,434,1.7099713331092912,False,0.239,0.253,0.243,0.265
435,435,0.0852527137775551,False,0.238,0.265,0.245,0.252
436,436,3.683516826264347,False,0.246,0.263,0.231,0.26
437,437,2.724591273266101,False,0.238,0.259,0.234,0.269
438,438,0.1922226400151568,False,0.272,0.244,0.234,0.25
439,439,0.6139763618470436,False,0.276,0.251,0.259,0.214
440,440,13.390624623687108,False,0.232,0.269,0.23,0.269
441,441,22.23102988089705,False,0.236,0.251,0.254,0.259
442,442,8.97466848669045,False,0.266,0.251,0.247,0.236
443,443,26.2774226443482,False,0.262,0.245,0.268,0.225
444,444,5.279227884486816,False,0.254,0.231,0.259,0.256
445,445,4.531957001236853,False,0.271,0.228,0.267,0.234
446,446,3.6852865795294254,False,0.253,0.247,0.253,0.247
447,447,25.07471086125803,False,0.24,0.247,0.262,0.251
448,448,8.799268347365558,False,0.238,0.259,0.254,0.249
449,449,25.934282413321124,False,0.239,0.273,0.238,0.25
450,450,27.288726528015385,False,0.253,0.236,0.253,0.258
451,451,1.6977396049389573,False,0.244,0.253,0.245,0.258
452,452,24.504055299691576,False,0.255,0.269,0.239,0.237
453,453,0.6174023532799974,False,0.225,0.275,0.267,0.233
454,454,40.0963820318979,False,0.24,0.262,0.25,0.248
455,455,4.0845636454478855,False,0.267,0.26,0.227,0.246
456,456,2.388963343468435,False,0.27,0.234,0.239,0.257
457,457,3.904925739979895,False,0.225,0.258,0.259,0.258
458,458,23.028295307805926,False,0.234,0.25,0.219,0.297
